address,category,date,dayofweek,descript,incidntnum,location,pddistrict,pdid,resolution,time,x,y
STANYAN ST / HAYES ST,ROBBERY,2016-06-12T00:00:00.000,Sunday,"ROBBERY, BODILY FORCE",160478163,"{u'type': u'Point', u'coordinates': [-122.45428669, 37.7728951613]}",PARK,16047816303074,NONE,17:01,-122.45428669026535,37.77289516134054
300 Block of UPPER TR,NON-CRIMINAL,2014-10-03T00:00:00.000,Friday,CASE CLOSURE,140869316,"{u'type': u'Point', u'coordinates': [-122.44614671, 37.7627977069]}",PARK,14086931675030,NONE,12:00,-122.446146709683,37.7627977069186
1600 Block of GROVE ST,OTHER OFFENSES,2015-08-10T00:00:00.000,Monday,MISCELLANEOUS INVESTIGATION,150697953,"{u'type': u'Point', u'coordinates': [-122.4437959, 37.7752430362]}",PARK,15069795368020,NONE,23:08,-122.443795899939,37.7752430361844
0 Block of CRESTLINE DR,LARCENY/THEFT,2013-06-08T00:00:00.000,Saturday,GRAND THEFT FROM A BUILDING,130474367,"{u'type': u'Point', u'coordinates': [-122.446483988, 37.7501301863]}",PARK,13047436706304,NONE,13:55,-122.446483988175,37.7501301863303
PAGE ST / SCOTT ST,ASSAULT,2015-08-27T00:00:00.000,Thursday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,150750432,"{u'type': u'Point', u'coordinates': [-122.435566189, 37.7724156609]}",PARK,15075043204013,NONE,11:14,-122.435566188652,37.7724156608806
TURK ST / BRODERICK ST,NON-CRIMINAL,2015-06-27T00:00:00.000,Saturday,"AIDED CASE, MENTAL DISTURBED",150561530,"{u'type': u'Point', u'coordinates': [-122.440397168, 37.7794370482]}",PARK,15056153064020,NONE,23:16,-122.440397167704,37.7794370481962
0 Block of IDORA AV,MISSING PERSON,2016-04-06T00:00:00.000,Wednesday,FOUND PERSON,160284885,"{u'type': u'Point', u'coordinates': [-122.455388992, 37.7449305956]}",PARK,16028488575000,NONE,11:30,-122.45538899241951,37.744930595572946
400 Block of PARNASSUS AV,ASSAULT,2013-07-14T00:00:00.000,Sunday,AGGRAVATED ASSAULT WITH A KNIFE,130580146,"{u'type': u'Point', u'coordinates': [-122.458220812, 37.7633123961]}",PARK,13058014604012,"ARREST, CITED",23:20,-122.458220811697,37.7633123961354
100 Block of BELVEDERE ST,MISSING PERSON,2013-05-03T00:00:00.000,Friday,FOUND PERSON,130363798,"{u'type': u'Point', u'coordinates': [-122.449328648, 37.7677738875]}",PARK,13036379875000,LOCATED,07:30,-122.449328648219,37.7677738874748
5TH AV / IRVING ST,OTHER OFFENSES,2013-08-07T00:00:00.000,Wednesday,PROBATION VIOLATION,130650272,"{u'type': u'Point', u'coordinates': [-122.462030868, 37.7642235224]}",PARK,13065027226170,"ARREST, BOOKED",02:50,-122.462030867907,37.7642235223886
OAK ST / BRODERICK ST,ROBBERY,2013-06-06T00:00:00.000,Thursday,"ROBBERY ON THE STREET, STRONGARM",130467431,"{u'type': u'Point', u'coordinates': [-122.439088399, 37.7729208953]}",PARK,13046743103014,NONE,20:55,-122.439088398996,37.7729208953381
HAIGHT ST / PIERCE ST,NON-CRIMINAL,2013-05-26T00:00:00.000,Sunday,LOST PROPERTY,130493602,"{u'type': u'Point', u'coordinates': [-122.433737354, 37.7716875239]}",PARK,13049360271000,NONE,08:00,-122.433737353557,37.7716875238845
1100 Block of STANYAN ST,FORGERY/COUNTERFEITING,2015-06-15T00:00:00.000,Monday,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED",150549605,"{u'type': u'Point', u'coordinates': [-122.452548747, 37.7640599599]}",PARK,15054960509016,NONE,15:00,-122.452548746618,37.7640599599334
OAK ST / MASONIC AV,NON-CRIMINAL,2013-05-28T00:00:00.000,Tuesday,"CIVIL SIDEWALKS, VIOLATION",130439010,"{u'type': u'Point', u'coordinates': [-122.445717669, 37.7720809772]}",PARK,13043901064000,NONE,11:57,-122.445717668922,37.7720809772392
100 Block of BELVEDERE ST,MISSING PERSON,2013-04-28T00:00:00.000,Sunday,FOUND PERSON,130348308,"{u'type': u'Point', u'coordinates': [-122.449328648, 37.7677738875]}",PARK,13034830875000,NONE,23:12,-122.449328648219,37.7677738874748
BOWLINGGREEN DR / MARTIN LUTHER KING JR DR,NON-CRIMINAL,2015-07-16T00:00:00.000,Thursday,FOUND PROPERTY,150618937,"{u'type': u'Point', u'coordinates': [-122.460676556, 37.7674489968]}",PARK,15061893772000,NONE,12:00,-122.460676556023,37.7674489968121
1800 Block of MCALLISTER ST,SUSPICIOUS OCC,2015-09-12T00:00:00.000,Saturday,SUSPICIOUS OCCURRENCE,150802679,"{u'type': u'Point', u'coordinates': [-122.442504438, 37.7772126281]}",PARK,15080267964070,NONE,22:20,-122.442504437584,37.7772126280826
200 Block of BOWLINGGREEN DR,LARCENY/THEFT,2013-06-09T00:00:00.000,Sunday,PETTY THEFT FROM UNLOCKED AUTO,130474094,"{u'type': u'Point', u'coordinates': [-122.459385072, 37.7689370751]}",PARK,13047409406222,NONE,08:00,-122.459385072407,37.7689370751235
1600 Block of TURK ST,ASSAULT,2016-03-29T00:00:00.000,Tuesday,BATTERY,160259402,"{u'type': u'Point', u'coordinates': [-122.436274979, 37.7800247331]}",PARK,16025940204134,NONE,13:55,-122.43627497948137,37.780024733106465
800 Block of PAGE ST,NON-CRIMINAL,2012-04-10T00:00:00.000,Tuesday,CASE CLOSURE,130466609,"{u'type': u'Point', u'coordinates': [-122.43476912, 37.7725714572]}",PARK,13046660975030,UNFOUNDED,12:00,-122.434769120192,37.7725714571495
400 Block of WARREN DR,LARCENY/THEFT,2015-07-08T00:00:00.000,Wednesday,"LICENSE PLATE OR TAB, THEFT OF",150596719,"{u'type': u'Point', u'coordinates': [-122.462019902, 37.7580000656]}",PARK,15059671906246,NONE,22:00,-122.462019901741,37.7580000655652
1500 Block of TURK ST,MISSING PERSON,2016-06-25T00:00:00.000,Saturday,FOUND PERSON,160514052,"{u'type': u'Point', u'coordinates': [-122.434631237, 37.7802343955]}",PARK,16051405275000,NONE,06:30,-122.43463123737676,37.780234395511236
FELL ST / LYON ST,VEHICLE THEFT,2015-08-09T00:00:00.000,Sunday,STOLEN TRUCK,150693183,"{u'type': u'Point', u'coordinates': [-122.442565617, 37.7734240198]}",PARK,15069318307025,NONE,00:01,-122.442565616713,37.773424019842
2500 Block of 15TH ST,TRESPASS,2016-10-03T00:00:00.000,Monday,TRESPASSING,160803792,"{u'type': u'Point', u'coordinates': [-122.437848713, 37.7660311509]}",PARK,16080379227195,NONE,15:00,-122.43784871345929,37.76603115091367
1800 Block of WALLER ST,NON-CRIMINAL,2013-01-05T00:00:00.000,Saturday,TURNED IN GUN,130012694,"{u'type': u'Point', u'coordinates': [-122.454330105, 37.7681530111]}",PARK,13001269473010,NONE,12:20,-122.454330105396,37.7681530111159
1400 Block of HAIGHT ST,NON-CRIMINAL,2013-01-23T00:00:00.000,Wednesday,"CIVIL SIDEWALKS, WARNING",130062906,"{u'type': u'Point', u'coordinates': [-122.446143672, 37.7700527182]}",PARK,13006290664001,NONE,07:40,-122.446143672039,37.7700527182372
400 Block of PIERCE ST,ROBBERY,2011-11-21T00:00:00.000,Monday,ROBBERY ON THE STREET WITH A GUN,110939046,"{u'type': u'Point', u'coordinates': [-122.434271768, 37.7740128706]}",PARK,11093904603011,NONE,18:30,-122.434271767739,37.7740128705946
1400 Block of 7TH AV,MISSING PERSON,2018-04-11T00:00:00.000,Wednesday,MISSING ADULT,180271323,"{u'type': u'Point', u'coordinates': [-122.464044778, 37.7613161837]}",PARK,18027132374000,NONE,19:00,-122.46404477780406,37.761316183664064
FELL ST / MASONIC AV,OTHER OFFENSES,2018-04-11T00:00:00.000,Wednesday,TRAFFIC VIOLATION,180268609,"{u'type': u'Point', u'coordinates': [-122.445904271, 37.7729953727]}",PARK,18026860965015,"ARREST, BOOKED",14:00,-122.44590427116928,37.772995372717354
1400 Block of HAIGHT ST,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,"CIVIL SIDEWALKS, CITATION",180266807,"{u'type': u'Point', u'coordinates': [-122.446165618, 37.7701611813]}",PARK,18026680764002,"ARREST, BOOKED",07:40,-122.4461656179778,37.77016118133929
FELL ST / MASONIC AV,OTHER OFFENSES,2018-04-11T00:00:00.000,Wednesday,TRAFFIC VIOLATION ARREST,180268609,"{u'type': u'Point', u'coordinates': [-122.445904271, 37.7729953727]}",PARK,18026860965010,"ARREST, BOOKED",14:00,-122.44590427116928,37.772995372717354
100 Block of NOE ST,VANDALISM,2018-04-11T00:00:00.000,Wednesday,"MALICIOUS MISCHIEF, VANDALISM",186083299,"{u'type': u'Point', u'coordinates': [-122.433301088, 37.7670659594]}",PARK,18608329928150,NONE,00:05,-122.43330108841343,37.76706595944933
0 Block of MOUNTAINSPRING AV,ASSAULT,2018-04-11T00:00:00.000,Wednesday,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",180267714,"{u'type': u'Point', u'coordinates': [-122.450373931, 37.7580845656]}",PARK,18026771404138,"ARREST, BOOKED",12:52,-122.45037393083517,37.75808456560857
900 Block of STANYAN ST,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,AIDED CASE,180267504,"{u'type': u'Point', u'coordinates': [-122.45291923, 37.7658908127]}",PARK,18026750451040,NONE,09:49,-122.45291923023186,37.76589081266882
SHRADER ST / GROVE ST,VEHICLE THEFT,2018-04-11T00:00:00.000,Wednesday,STOLEN MOTORCYCLE,180270369,"{u'type': u'Point', u'coordinates': [-122.452814895, 37.7740403024]}",PARK,18027036907023,NONE,18:00,-122.45281489466647,37.774040302351864
CLAYTON ST / MARKET ST,LARCENY/THEFT,2018-04-11T00:00:00.000,Wednesday,GRAND THEFT FROM LOCKED AUTO,186088073,"{u'type': u'Point', u'coordinates': [-122.444508537, 37.7585448011]}",PARK,18608807306244,NONE,02:00,-122.44450853745592,37.75854480105036
1300 Block of SCOTT ST,LARCENY/THEFT,2018-04-11T00:00:00.000,Wednesday,GRAND THEFT FROM A BUILDING,180270444,"{u'type': u'Point', u'coordinates': [-122.437610086, 37.7821953605]}",PARK,18027044406304,NONE,20:00,-122.43761008625759,37.78219536051044
OAK ST / BAKER ST,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,"AIDED CASE, MENTAL DISTURBED",180266653,"{u'type': u'Point', u'coordinates': [-122.440737119, 37.772712466]}",PARK,18026665364020,NONE,04:07,-122.44073711865174,37.77271246601719
2000 Block of FULTON ST,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,"STAY AWAY OR COURT ORDER, NON-DV RELATED",180266459,"{u'type': u'Point', u'coordinates': [-122.450537364, 37.7752262707]}",PARK,18026645971024,"ARREST, BOOKED",00:05,-122.45053736414249,37.77522627071494
1500 Block of PAGE ST,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,"DEATH REPORT, CAUSE UNKNOWN",180280578,"{u'type': u'Point', u'coordinates': [-122.446332984, 37.7709821028]}",PARK,18028057861030,NONE,07:00,-122.44633298411203,37.77098210280237
0 Block of VEGA ST,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,AIDED CASE,180267156,"{u'type': u'Point', u'coordinates': [-122.445893581, 37.7801242878]}",PARK,18026715651040,NONE,10:00,-122.44589358121208,37.78012428780563
0 Block of MOUNTAINSPRING AV,ASSAULT,2018-04-11T00:00:00.000,Wednesday,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),180267714,"{u'type': u'Point', u'coordinates': [-122.450373931, 37.7580845656]}",PARK,18026771415041,"ARREST, BOOKED",12:52,-122.45037393083517,37.75808456560857
1200 Block of HAYES ST,LARCENY/THEFT,2018-04-11T00:00:00.000,Wednesday,GRAND THEFT FROM LOCKED AUTO,186084112,"{u'type': u'Point', u'coordinates': [-122.436968843, 37.7750426649]}",PARK,18608411206244,NONE,18:00,-122.4369688433462,37.775042664920186
PARNASSUS AV / STANYAN ST,OTHER OFFENSES,2018-04-11T00:00:00.000,Wednesday,TRAFFIC VIOLATION ARREST,180269328,"{u'type': u'Point', u'coordinates': [-122.452571267, 37.7645097136]}",PARK,18026932865010,"ARREST, BOOKED",23:02,-122.45257126679716,37.764509713574654
0 Block of VEGA ST,OTHER OFFENSES,2018-04-11T00:00:00.000,Wednesday,INCIDENT ON SCHOOL GROUNDS,180267156,"{u'type': u'Point', u'coordinates': [-122.445893581, 37.7801242878]}",PARK,18026715619089,NONE,10:00,-122.44589358121208,37.78012428780563
0 Block of MOUNTAINSPRING AV,SECONDARY CODES,2018-04-11T00:00:00.000,Wednesday,DOMESTIC VIOLENCE,180267714,"{u'type': u'Point', u'coordinates': [-122.450373931, 37.7580845656]}",PARK,18026771415200,"ARREST, BOOKED",12:52,-122.45037393083517,37.75808456560857
COLE ST / FULTON ST,LARCENY/THEFT,2018-04-11T00:00:00.000,Wednesday,GRAND THEFT FROM LOCKED AUTO,186083910,"{u'type': u'Point', u'coordinates': [-122.451360061, 37.7751741555]}",PARK,18608391006244,NONE,19:15,-122.45136006117133,37.77517415546582
1700 Block of FULTON ST,LARCENY/THEFT,2018-04-11T00:00:00.000,Wednesday,PETTY THEFT SHOPLIFTING,180266835,"{u'type': u'Point', u'coordinates': [-122.445652525, 37.7759612671]}",PARK,18026683506362,NONE,07:45,-122.44565252515393,37.77596126708368
1400 Block of HAIGHT ST,NON-CRIMINAL,2018-04-11T00:00:00.000,Wednesday,"CIVIL SIDEWALKS, CITATION",180266788,"{u'type': u'Point', u'coordinates': [-122.446165618, 37.7701611813]}",PARK,18026678864002,"ARREST, BOOKED",07:31,-122.4461656179778,37.77016118133929
800 Block of WALLER ST,VEHICLE THEFT,2018-04-11T00:00:00.000,Wednesday,STOLEN AUTOMOBILE,180270018,"{u'type': u'Point', u'coordinates': [-122.437337333, 37.7703324728]}",PARK,18027001807021,NONE,21:30,-122.43733733262788,37.77033247284764
0 Block of VEGA ST,SECONDARY CODES,2018-04-11T00:00:00.000,Wednesday,JUVENILE INVOLVED,180267156,"{u'type': u'Point', u'coordinates': [-122.445893581, 37.7801242878]}",PARK,18026715615500,NONE,10:00,-122.44589358121208,37.78012428780563
PARNASSUS AV / STANYAN ST,OTHER OFFENSES,2018-04-11T00:00:00.000,Wednesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",180269328,"{u'type': u'Point', u'coordinates': [-122.452571267, 37.7645097136]}",PARK,18026932865016,"ARREST, BOOKED",23:02,-122.45257126679716,37.764509713574654
MASONIC AV / ANZA ST,WARRANTS,2018-03-08T00:00:00.000,Thursday,WARRANT ARREST,180178650,"{u'type': u'Point', u'coordinates': [-122.447517523, 37.7810694335]}",PARK,18017865063010,"ARREST, BOOKED",10:03,-122.447517523122,37.78106943354417
300 Block of BOWLINGGREEN DR,VANDALISM,2018-04-12T00:00:00.000,Thursday,"MALICIOUS MISCHIEF, VANDALISM",186083948,"{u'type': u'Point', u'coordinates': [-122.459385072, 37.7689370751]}",PARK,18608394828150,NONE,10:10,-122.45938507240726,37.76893707512351
100 Block of ASHBURY ST,ASSAULT,2018-04-12T00:00:00.000,Thursday,BATTERY,180271931,"{u'type': u'Point', u'coordinates': [-122.447849373, 37.7741823599]}",PARK,18027193104134,NONE,22:30,-122.4478493730334,37.77418235992435
400 Block of COLE ST,OTHER OFFENSES,2018-04-08T00:00:00.000,Sunday,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,180290561,"{u'type': u'Point', u'coordinates': [-122.450570292, 37.7709718927]}",PARK,18029056109029,NONE,08:00,-122.45057029200915,37.770971892735915
800 Block of PAGE ST,OTHER OFFENSES,2018-04-10T00:00:00.000,Tuesday,LOST/STOLEN LICENSE PLATE,180292880,"{u'type': u'Point', u'coordinates': [-122.43476912, 37.7725714572]}",PARK,18029288071010,NONE,08:00,-122.43476912019193,37.77257145714954
MASONIC AV / ANZA ST,VANDALISM,2018-03-08T00:00:00.000,Thursday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",180178650,"{u'type': u'Point', u'coordinates': [-122.447517523, 37.7810694335]}",PARK,18017865028160,"ARREST, BOOKED",10:03,-122.447517523122,37.78106943354417
NOE ST / BEAVER ST,DRUG/NARCOTIC,2018-04-12T00:00:00.000,Thursday,POSSESSION OF NARCOTICS PARAPHERNALIA,180270585,"{u'type': u'Point', u'coordinates': [-122.433180742, 37.7650600769]}",PARK,18027058516710,"ARREST, BOOKED",12:56,-122.43318074169616,37.76506007689252
1300 Block of PAGE ST,LARCENY/THEFT,2018-04-12T00:00:00.000,Thursday,GRAND THEFT FROM LOCKED AUTO,186083926,"{u'type': u'Point', u'coordinates': [-122.44301671, 37.7714083222]}",PARK,18608392606244,NONE,10:40,-122.44301671014917,37.77140832217097
2600 Block of GEARY BL,WARRANTS,2017-12-21T00:00:00.000,Thursday,WARRANT ARREST,171029640,"{u'type': u'Point', u'coordinates': [-122.446612979, 37.7822458224]}",PARK,17102964063010,"ARREST, BOOKED",09:00,-122.44661297883863,37.782245822391744
2600 Block of GEARY BL,SUSPICIOUS OCC,2018-04-12T00:00:00.000,Thursday,INVESTIGATIVE DETENTION,180271113,"{u'type': u'Point', u'coordinates': [-122.446612979, 37.7822458224]}",PARK,18027111364085,NONE,16:56,-122.44661297883863,37.782245822391744
MASONIC AV / ANZA ST,ASSAULT,2018-03-08T00:00:00.000,Thursday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,180178650,"{u'type': u'Point', u'coordinates': [-122.447517523, 37.7810694335]}",PARK,18017865004013,"ARREST, BOOKED",10:03,-122.447517523122,37.78106943354417
2600 Block of GEARY BL,LARCENY/THEFT,2018-04-12T00:00:00.000,Thursday,PETTY THEFT SHOPLIFTING,180271210,"{u'type': u'Point', u'coordinates': [-122.446612979, 37.7822458224]}",PARK,18027121006363,NONE,16:00,-122.44661297883863,37.782245822391744
0 Block of LOCKSLEY AV,LARCENY/THEFT,2018-04-11T00:00:00.000,Wednesday,PETTY THEFT FROM LOCKED AUTO,180290050,"{u'type': u'Point', u'coordinates': [-122.463311607, 37.7592202976]}",PARK,18029005006242,NONE,15:00,-122.46331160714958,37.75922029758928
NOE ST / BEAVER ST,WARRANTS,2018-04-12T00:00:00.000,Thursday,ENROUTE TO ADULT AUTHORITY,180270585,"{u'type': u'Point', u'coordinates': [-122.433180742, 37.7650600769]}",PARK,18027058562060,"ARREST, BOOKED",12:56,-122.43318074169616,37.76506007689252
0 Block of CARMEL ST,NON-CRIMINAL,2018-04-12T00:00:00.000,Thursday,"AIDED CASE, MENTAL DISTURBED",180275018,"{u'type': u'Point', u'coordinates': [-122.447048173, 37.7609134334]}",PARK,18027501864020,NONE,21:00,-122.44704817264486,37.76091343338801
NOE ST / BEAVER ST,NON-CRIMINAL,2018-04-12T00:00:00.000,Thursday,"CIVIL SIDEWALKS, WARNING",180270585,"{u'type': u'Point', u'coordinates': [-122.433180742, 37.7650600769]}",PARK,18027058564001,"ARREST, BOOKED",12:56,-122.43318074169616,37.76506007689252
0 Block of BALCETA AV,SUSPICIOUS OCC,2018-04-12T00:00:00.000,Thursday,SUSPICIOUS OCCURRENCE,180270212,"{u'type': u'Point', u'coordinates': [-122.456769405, 37.7459300346]}",PARK,18027021264070,NONE,11:15,-122.45676940502085,37.745930034559585
400 Block of UPPER TR,BURGLARY,2018-04-13T00:00:00.000,Friday,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",180282364,"{u'type': u'Point', u'coordinates': [-122.445199394, 37.7633535323]}",PARK,18028236405011,NONE,00:30,-122.44519939421511,37.76335353230269
GEARY BL / LYON ST,LARCENY/THEFT,2018-01-22T00:00:00.000,Monday,GRAND THEFT FROM LOCKED AUTO,186022786,"{u'type': u'Point', u'coordinates': [-122.444441286, 37.7826777179]}",PARK,18602278606244,NONE,18:00,-122.44444128636269,37.78267771790271
UPPER TR / CLIFFORD TR,OTHER OFFENSES,2018-04-13T00:00:00.000,Friday,RESISTING ARREST,180275030,"{u'type': u'Point', u'coordinates': [-122.4444122, 37.7639853269]}",PARK,18027503027170,"ARREST, BOOKED",22:14,-122.44441220016063,37.763985326862915
400 Block of WARREN DR,FRAUD,2018-04-03T00:00:00.000,Tuesday,FRAUDULENT CREDIT APPLICATION,180298026,"{u'type': u'Point', u'coordinates': [-122.462145213, 37.7579474133]}",PARK,18029802609340,NONE,12:00,-122.46214521336869,37.75794741326214
UPPER TR / CLIFFORD TR,WARRANTS,2018-04-13T00:00:00.000,Friday,ENROUTE TO OUTSIDE JURISDICTION,180275030,"{u'type': u'Point', u'coordinates': [-122.4444122, 37.7639853269]}",PARK,18027503062050,"ARREST, BOOKED",22:14,-122.44441220016063,37.763985326862915
500 Block of ASHBURY ST,LARCENY/THEFT,2018-04-13T00:00:00.000,Friday,ATTEMPTED THEFT FROM LOCKED VEHICLE,180275767,"{u'type': u'Point', u'coordinates': [-122.44695814, 37.7704710007]}",PARK,18027576706240,NONE,23:30,-122.44695813995737,37.77047100067901
BELVEDERE ST / HAIGHT ST,DRUG/NARCOTIC,2018-04-13T00:00:00.000,Friday,POSSESSION OF MARIJUANA FOR SALES,180273965,"{u'type': u'Point', u'coordinates': [-122.449647663, 37.7696619196]}",PARK,18027396516030,"ARREST, BOOKED",16:38,-122.44964766295456,37.76966191958464
0 Block of PARKRIDGE DR,ASSAULT,2018-04-13T00:00:00.000,Friday,AGGRAVATED ASSAULT WITH BODILY FORCE,180272218,"{u'type': u'Point', u'coordinates': [-122.445654195, 37.7511854627]}",PARK,18027221804014,"ARREST, BOOKED",02:14,-122.44565419537427,37.75118546271839
4000 Block of 17TH ST,BURGLARY,2018-04-13T00:00:00.000,Friday,"BURGLARY, FORCIBLE ENTRY",180274430,"{u'type': u'Point', u'coordinates': [-122.43689508, 37.7624364423]}",PARK,18027443005071,NONE,02:35,-122.43689507986586,37.762436442333424
500 Block of ASHBURY ST,VEHICLE THEFT,2018-04-13T00:00:00.000,Friday,STOLEN MOTORCYCLE,180275767,"{u'type': u'Point', u'coordinates': [-122.44695814, 37.7704710007]}",PARK,18027576707023,NONE,23:30,-122.44695813995737,37.77047100067901
BELVEDERE ST / HAIGHT ST,DRUG/NARCOTIC,2018-04-13T00:00:00.000,Friday,SALE OF MARIJUANA,180273965,"{u'type': u'Point', u'coordinates': [-122.449647663, 37.7696619196]}",PARK,18027396516040,"ARREST, BOOKED",16:38,-122.44964766295456,37.76966191958464
KEZAR DR / JOHNFKENNEDY DR,OTHER OFFENSES,2018-04-13T00:00:00.000,Friday,"DOG, STRAY OR VICIOUS",180272478,"{u'type': u'Point', u'coordinates': [-122.455290395, 37.7709281906]}",PARK,18027247864012,NONE,07:50,-122.45529039466253,37.77092819062687
300 Block of WOODSIDE AV,OTHER OFFENSES,2018-04-13T00:00:00.000,Friday,TRAFFIC VIOLATION ARREST,180273125,"{u'type': u'Point', u'coordinates': [-122.452755154, 37.7455564523]}",PARK,18027312565010,"ARREST, BOOKED",11:26,-122.45275515386922,37.74555645225095
1300 Block of HAIGHT ST,DRUG/NARCOTIC,2018-04-13T00:00:00.000,Friday,SALE OF MARIJUANA,180273852,"{u'type': u'Point', u'coordinates': [-122.444502334, 37.7702619702]}",PARK,18027385216040,"ARREST, BOOKED",16:03,-122.44450233369258,37.770261970240284
0 Block of PARKRIDGE DR,ASSAULT,2018-04-13T00:00:00.000,Friday,INFLICT INJURY ON COHABITEE,180272218,"{u'type': u'Point', u'coordinates': [-122.445654195, 37.7511854627]}",PARK,18027221815040,"ARREST, BOOKED",02:14,-122.44565419537427,37.75118546271839
1600 Block of GOLDEN GATE AV,MISSING PERSON,2018-04-13T00:00:00.000,Friday,MISSING JUVENILE,180275820,"{u'type': u'Point', u'coordinates': [-122.437306923, 37.7789392907]}",PARK,18027582074010,NONE,19:00,-122.4373069225914,37.7789392907473
300 Block of WOODSIDE AV,FAMILY OFFENSES,2018-04-13T00:00:00.000,Friday,"CHILDREN, ABANDONMENT & NEGLECT OF (GENERAL)",180273125,"{u'type': u'Point', u'coordinates': [-122.452755154, 37.7455564523]}",PARK,18027312515051,"ARREST, BOOKED",11:26,-122.45275515386922,37.74555645225095
0 Block of STATES ST,VANDALISM,2018-04-13T00:00:00.000,Friday,"MALICIOUS MISCHIEF, VANDALISM",180273896,"{u'type': u'Point', u'coordinates': [-122.43908867, 37.7634139963]}",PARK,18027389628150,NONE,16:09,-122.43908866950943,37.76341399625411
400 Block of WARREN DR,ASSAULT,2018-04-13T00:00:00.000,Friday,BATTERY,180291917,"{u'type': u'Point', u'coordinates': [-122.462019902, 37.7580000656]}",PARK,18029191704134,NONE,23:30,-122.46201990174146,37.75800006556524
1500 Block of HAIGHT ST,WARRANTS,2018-04-14T00:00:00.000,Saturday,WARRANT ARREST,180276624,"{u'type': u'Point', u'coordinates': [-122.447783071, 37.7699549503]}",PARK,18027662463010,"ARREST, BOOKED",16:05,-122.44778307055877,37.76995495034647
1100 Block of BRODERICK ST,BURGLARY,2018-04-14T00:00:00.000,Saturday,"BURGLARY, FORCIBLE ENTRY",180278523,"{u'type': u'Point', u'coordinates': [-122.440756729, 37.7808414523]}",PARK,18027852305071,NONE,20:00,-122.44075672895032,37.78084145231754
1200 Block of PAGE ST,MISSING PERSON,2018-04-14T00:00:00.000,Saturday,MISSING JUVENILE,180277268,"{u'type': u'Point', u'coordinates': [-122.441393701, 37.7717273142]}",PARK,18027726874010,NONE,16:50,-122.44139370111428,37.77172731417711
2600 Block of GEARY BL,LARCENY/THEFT,2018-04-04T00:00:00.000,Wednesday,GRAND THEFT FROM LOCKED AUTO,186079210,"{u'type': u'Point', u'coordinates': [-122.446612979, 37.7822458224]}",PARK,18607921006244,NONE,16:40,-122.44661297883863,37.782245822391744
400 Block of BUENAVISTAEAST AV,FRAUD,2017-11-27T00:00:00.000,Monday,"CREDIT CARD, THEFT BY USE OF",180301334,"{u'type': u'Point', u'coordinates': [-122.440720545, 37.7667916111]}",PARK,18030133409320,NONE,15:00,-122.44072054525743,37.76679161113241
2000 Block of ELLIS ST,LARCENY/THEFT,2018-04-11T00:00:00.000,Wednesday,GRAND THEFT OF PROPERTY,186089394,"{u'type': u'Point', u'coordinates': [-122.439975752, 37.7814674378]}",PARK,18608939406374,NONE,20:00,-122.43997575186256,37.78146743776092
700 Block of SHRADER ST,LARCENY/THEFT,2018-04-13T00:00:00.000,Friday,PETTY THEFT OF PROPERTY,186089134,"{u'type': u'Point', u'coordinates': [-122.451648097, 37.7679640395]}",PARK,18608913406372,NONE,11:00,-122.45164809675278,37.767964039509344
1800 Block of PAGE ST,LARCENY/THEFT,2018-04-14T00:00:00.000,Saturday,GRAND THEFT OF PROPERTY,186085160,"{u'type': u'Point', u'coordinates': [-122.451236373, 37.770359802]}",PARK,18608516006374,NONE,13:20,-122.45123637314191,37.77035980198167
0 Block of ANZAVISTA AV,FRAUD,2018-02-15T00:00:00.000,Thursday,"CREDIT CARD, THEFT BY USE OF",186089112,"{u'type': u'Point', u'coordinates': [-122.4422046, 37.7798162677]}",PARK,18608911209320,NONE,14:10,-122.44220460023433,37.77981626769611
1500 Block of HAIGHT ST,DRUG/NARCOTIC,2018-04-14T00:00:00.000,Saturday,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,180276624,"{u'type': u'Point', u'coordinates': [-122.447783071, 37.7699549503]}",PARK,18027662416662,"ARREST, BOOKED",16:05,-122.44778307055877,37.76995495034647
2100 Block of FULTON ST,TRESPASS,2018-04-14T00:00:00.000,Saturday,TRESPASSING,180277042,"{u'type': u'Point', u'coordinates': [-122.450555873, 37.7753351819]}",PARK,18027704227195,"ARREST, BOOKED",17:55,-122.45055587251252,37.77533518194209
